index,conm,type,cik,date,path
14175073,PROTEO INC,NT 10-Q,1063104,2014-08-14,https://www.sec.gov/Archives/edgar/data/1063104/0001019687-14-003175-index.htm
14175123,PROVIDENCE RESOURCES INC,NT 10-Q,1112064,2014-08-14,https://www.sec.gov/Archives/edgar/data/1112064/0001211524-14-000082-index.htm
14176367,Pacific Green Technologies Inc.,NT 10-Q,1553404,2014-08-15,https://www.sec.gov/Archives/edgar/data/1553404/0001213900-14-005956-index.htm
14176591,"Panache Beverage, Inc.",NT 10-Q,1314054,2014-08-15,https://www.sec.gov/Archives/edgar/data/1314054/0001477932-14-004535-index.htm
14176710,Paradigm Resource Management Corp,NT 10-Q,1405660,2014-08-14,https://www.sec.gov/Archives/edgar/data/1405660/0001019687-14-003193-index.htm
14177103,"Patriot Berry Farms, Inc.",NT 10-Q,1522787,2014-08-14,https://www.sec.gov/Archives/edgar/data/1522787/0001477932-14-004381-index.htm
14177205,"PayMeOn, Inc.",NT 10-Q,1448705,2014-08-15,https://www.sec.gov/Archives/edgar/data/1448705/0001553350-14-000952-index.htm
14177248,"Pazoo, Inc.",NT 10-Q,1533427,2014-08-12,https://www.sec.gov/Archives/edgar/data/1533427/0001127855-14-000356-index.htm
14177617,Perk International Inc.,NT 10-Q,1579717,2014-08-29,https://www.sec.gov/Archives/edgar/data/1579717/0001213900-14-006340-index.htm
14178021,Petro River Oil Corp.,NT 10-Q,1172298,2014-09-15,https://www.sec.gov/Archives/edgar/data/1172298/0001493152-14-002957-index.htm
14178969,"Pollex, Inc.",NT 10-Q,1178377,2014-08-14,https://www.sec.gov/Archives/edgar/data/1178377/0001013762-14-000980-index.htm
14179246,Power of The Dream Ventures Inc,NT 10-Q,1377888,2014-08-14,https://www.sec.gov/Archives/edgar/data/1377888/0001262463-14-000764-index.htm
14179424,Praxsyn Corp,NT 10-Q,1346973,2014-08-13,https://www.sec.gov/Archives/edgar/data/1346973/0001493152-14-002500-index.htm
14179442,"Precision Aerospace Components, Inc.",NT 10-Q,936446,2014-08-15,https://www.sec.gov/Archives/edgar/data/936446/0001121781-14-000249-index.htm
14179632,Primco Management Inc.,NT 10-Q,1516522,2014-08-14,https://www.sec.gov/Archives/edgar/data/1516522/0001014897-14-000355-index.htm
14179755,"ProGreen Properties, Inc.",NT 10-Q,1079297,2014-09-10,https://www.sec.gov/Archives/edgar/data/1079297/0001213900-14-006503-index.htm
14179817,"ProText Mobility, Inc.",NT 10-Q,1163573,2014-08-15,https://www.sec.gov/Archives/edgar/data/1163573/0001163573-14-000017-index.htm
14180464,"Puissant Industries, Inc.",NT 10-Q,1511618,2014-08-14,https://www.sec.gov/Archives/edgar/data/1511618/0001477932-14-004371-index.htm
14180780,QMIS Finance Securities Corp,NT 10-Q,1489644,2014-09-12,https://www.sec.gov/Archives/edgar/data/1489644/0001549727-14-000070-index.htm
14180983,QUANTRX BIOMEDICAL CORP,NT 10-Q,820608,2014-08-14,https://www.sec.gov/Archives/edgar/data/820608/0001415889-14-002478-index.htm
14181310,QUINT MEDIA INC.,NT 10-Q,1362703,2014-07-16,https://www.sec.gov/Archives/edgar/data/1362703/0001062993-14-004218-index.htm
14181729,"RADIANT CREATIONS GROUP, INC.",NT 10-Q,1372184,2014-07-15,https://www.sec.gov/Archives/edgar/data/1372184/0001262463-14-000604-index.htm
14182067,RAPTOR RESOURCES HOLDINGS INC.,NT 10-Q,1413299,2014-08-14,https://www.sec.gov/Archives/edgar/data/1413299/0001415889-14-002492-index.htm
14182550,RCM TECHNOLOGIES INC,NT 10-Q,700841,2014-08-13,https://www.sec.gov/Archives/edgar/data/700841/0001140361-14-032065-index.htm
14182641,READING INTERNATIONAL INC,NT 10-Q,716634,2014-08-12,https://www.sec.gov/Archives/edgar/data/716634/0001562762-14-000219-index.htm
14182671,"REAL HIP-HOP NETWORK, INC",NT 10-Q,1497918,2014-08-15,https://www.sec.gov/Archives/edgar/data/1497918/0001079974-14-000626-index.htm
14182812,RECEIVABLE ACQUISITION & MANAGEMENT CORP,NT 10-Q,733337,2014-08-14,https://www.sec.gov/Archives/edgar/data/733337/0001393905-14-000459-index.htm
14183229,REGI U S INC,NT 10-Q,922330,2014-09-15,https://www.sec.gov/Archives/edgar/data/922330/0001493152-14-002971-index.htm
14183399,"REMEDENT, INC.",NT 10-Q,1078037,2014-08-14,https://www.sec.gov/Archives/edgar/data/1078037/0001144204-14-049521-index.htm
14183484,"RENTECH, INC.",NT 10-Q,868725,2014-08-12,https://www.sec.gov/Archives/edgar/data/868725/0001193125-14-305638-index.htm
14184488,RIMROCK GOLD CORP.,NT 10-Q,1424455,2014-07-15,https://www.sec.gov/Archives/edgar/data/1424455/0001213900-14-004882-index.htm
14185223,ROI LAND INVESTMENTS LTD,NT 10-Q,1509879,2014-08-14,https://www.sec.gov/Archives/edgar/data/1509879/0001019687-14-003192-index.htm
14185231,"ROKWADER, INC.",NT 10-Q,1322952,2014-08-15,https://www.sec.gov/Archives/edgar/data/1322952/0001017386-14-000208-index.htm
14185464,ROSTOCK VENTURES CORP,NT 10-Q,1396054,2014-08-15,https://www.sec.gov/Archives/edgar/data/1396054/0001165527-14-000508-index.htm
14186089,ROYAL MINES & MINERALS CORP,NT 10-Q,1371424,2014-09-15,https://www.sec.gov/Archives/edgar/data/1371424/0001062993-14-005507-index.htm
14186284,RS Soda Holdings Inc.,NT 10-Q,1586510,2014-08-15,https://www.sec.gov/Archives/edgar/data/1586510/0001021432-14-000241-index.htm
14186354,RUBICON FINANCIAL INC,NT 10-Q,1103977,2014-08-15,https://www.sec.gov/Archives/edgar/data/1103977/0001185185-14-002211-index.htm
14186926,"Rackwise, Inc.",NT 10-Q,1476638,2014-08-15,https://www.sec.gov/Archives/edgar/data/1476638/0001144204-14-050782-index.htm
14186936,"RadTek, Inc",NT 10-Q,1487252,2014-08-15,https://www.sec.gov/Archives/edgar/data/1487252/0001487252-14-000003-index.htm
14187011,Rainbow Coral Corp.,NT 10-Q,1499790,2014-08-15,https://www.sec.gov/Archives/edgar/data/1499790/0001161697-14-000403-index.htm
14187176,"Rangeford Resources, Inc.",NT 10-Q,1438035,2014-08-15,https://www.sec.gov/Archives/edgar/data/1438035/0001511164-14-000474-index.htm
14187430,"Real Goods Solar, Inc.",NT 10-Q,1425565,2014-08-15,https://www.sec.gov/Archives/edgar/data/1425565/0001193125-14-311801-index.htm
14187576,"Red Giant Entertainment, Inc.",NT 10-Q,1411179,2014-07-15,https://www.sec.gov/Archives/edgar/data/1411179/0001165527-14-000416-index.htm
14187644,"Redify Group, Inc.",NT 10-Q,876134,2014-08-13,https://www.sec.gov/Archives/edgar/data/876134/0001548123-14-000318-index.htm
14187716,"RegalWorks Media, Inc.",NT 10-Q,1413862,2014-08-14,https://www.sec.gov/Archives/edgar/data/1413862/0001199835-14-000401-index.htm
14187793,"Regenicin, Inc.",NT 10-Q,1412659,2014-08-12,https://www.sec.gov/Archives/edgar/data/1412659/0001255294-14-000833-index.htm
14188049,Renewable Fuel Corp,NT 10-Q,1455768,2014-08-15,https://www.sec.gov/Archives/edgar/data/1455768/0001477932-14-004541-index.htm
14188087,"Rentech Nitrogen Partners, L.P.",NT 10-Q,1525998,2014-08-12,https://www.sec.gov/Archives/edgar/data/1525998/0001193125-14-305641-index.htm
14188406,Revolutionary Concepts Inc,NT 10-Q,1320767,2014-08-15,https://www.sec.gov/Archives/edgar/data/1320767/0001264931-14-000405-index.htm
14188411,Revolutions Medical CORP,NT 10-Q,1041009,2014-08-14,https://www.sec.gov/Archives/edgar/data/1041009/0001437749-14-015524-index.htm
14188612,"Rich Pharmaceuticals, Inc.",NT 10-Q,1504389,2014-08-13,https://www.sec.gov/Archives/edgar/data/1504389/0001255294-14-000839-index.htm
14189076,Rocap Marketing Inc.,NT 10-Q,1520108,2014-08-14,https://www.sec.gov/Archives/edgar/data/1520108/0001511164-14-000453-index.htm
14190112,SADDLEBROOK RESORTS INC,NT 10-Q,313151,2014-08-15,https://www.sec.gov/Archives/edgar/data/313151/0001193125-14-311587-index.htm
14190918,"SAUER ENERGY, INC.",NT 10-Q,1446152,2014-07-15,https://www.sec.gov/Archives/edgar/data/1446152/0001504412-14-000198-index.htm
14191891,SCORES HOLDING CO INC,NT 10-Q,831489,2014-08-14,https://www.sec.gov/Archives/edgar/data/831489/0001144204-14-050305-index.htm
14192229,SEAFARER EXPLORATION CORP,NT 10-Q,1106213,2014-08-14,https://www.sec.gov/Archives/edgar/data/1106213/0001199835-14-000416-index.htm
14192346,SECTOR 10 INC,NT 10-Q,925661,2014-08-14,https://www.sec.gov/Archives/edgar/data/925661/0001096906-14-001155-index.htm
14192399,SEEN ON SCREEN TV INC.,NT 10-Q,879519,2014-09-15,https://www.sec.gov/Archives/edgar/data/879519/0001002014-14-000510-index.htm
14192864,SENSE TECHNOLOGIES INC,NT 10-Q,1077638,2014-07-14,https://www.sec.gov/Archives/edgar/data/1077638/0001325310-14-000003-index.htm
14193293,SEVILLE VENTURES CORP,NT 10-Q,1527424,2014-09-12,https://www.sec.gov/Archives/edgar/data/1527424/0001078782-14-001671-index.htm
14193360,SGREP Inc.,NT 10-Q,1586552,2014-08-15,https://www.sec.gov/Archives/edgar/data/1586552/0001021432-14-000239-index.htm
14194153,SILVER STREAM MINING CORP.,NT 10-Q,1310497,2014-08-15,https://www.sec.gov/Archives/edgar/data/1310497/0001002014-14-000448-index.htm
14194170,SILVERGRAPH INTERNATIONAL INC,NT 10-Q,1115975,2014-08-14,https://www.sec.gov/Archives/edgar/data/1115975/0001214659-14-005898-index.htm
14194178,SILVERSTAR MINING CORP.,NT 10-Q,1385329,2014-08-15,https://www.sec.gov/Archives/edgar/data/1385329/0001493152-14-002608-index.htm
14194667,"SKY PETROLEUM, INC.",NT 10-Q,1183276,2014-08-15,https://www.sec.gov/Archives/edgar/data/1183276/0001183276-14-000016-index.htm
14195014,SMARTHEAT INC.,NT 10-Q,1384135,2014-08-14,https://www.sec.gov/Archives/edgar/data/1384135/0001185185-14-002206-index.htm
14195216,SMITH MIDLAND CORP,NT 10-Q,924719,2014-08-15,https://www.sec.gov/Archives/edgar/data/924719/0001144204-14-050587-index.htm
14195309,SMSA GAINESVILLE ACQUISITION CORP.,NT 10-Q,1474266,2014-08-18,https://www.sec.gov/Archives/edgar/data/1474266/0000922907-14-000361-index.htm
14196327,"SPARTA COMMERCIAL SERVICES, INC.",NT 10-Q,318299,2014-09-15,https://www.sec.gov/Archives/edgar/data/318299/0001185185-14-002487-index.htm
14196618,SPINDLETOP OIL & GAS CO,NT 10-Q,867038,2014-08-14,https://www.sec.gov/Archives/edgar/data/867038/0000867038-14-000015-index.htm
14196763,"SPORTS FIELD HOLDINGS, INC.",NT 10-Q,1539551,2014-08-14,https://www.sec.gov/Archives/edgar/data/1539551/0001213900-14-005914-index.htm
14197539,"STARSTREAM ENTERTAINMENT, INC.",NT 10-Q,1561686,2014-08-15,https://www.sec.gov/Archives/edgar/data/1561686/0001213900-14-005981-index.htm
14198114,STERLING CONSOLIDATED Corp,NT 10-Q,1555972,2014-08-15,https://www.sec.gov/Archives/edgar/data/1555972/0001144204-14-050620-index.htm
14198346,"STL Marketing Group, Inc.",NT 10-Q,1569055,2014-08-14,https://www.sec.gov/Archives/edgar/data/1569055/0001493152-14-002522-index.htm
14198749,STREAMLINE HEALTH SOLUTIONS INC.,NT 10-Q,1008586,2014-09-10,https://www.sec.gov/Archives/edgar/data/1008586/0001104659-14-065649-index.htm
14198981,"SUCCESS HOLDING GROUP INTERNATIONAL, INC.",NT 10-Q,1572699,2014-07-15,https://www.sec.gov/Archives/edgar/data/1572699/0001477932-14-003690-index.htm
14199317,SUNERGY INC,NT 10-Q,1261487,2014-08-14,https://www.sec.gov/Archives/edgar/data/1261487/0001019687-14-003155-index.htm
14199435,"SUNVESTA, INC.",NT 10-Q,1060409,2014-08-14,https://www.sec.gov/Archives/edgar/data/1060409/0001211524-14-000084-index.htm
14199541,"SUPERNOVA ENERGY, INC.",NT 10-Q,1486597,2014-08-15,https://www.sec.gov/Archives/edgar/data/1486597/0001558891-14-000135-index.htm
14199910,SWISSINSO HOLDING INC.,NT 10-Q,1437395,2014-08-14,https://www.sec.gov/Archives/edgar/data/1437395/0001213900-14-005779-index.htm
14199927,SWK Holdings Corp,NT 10-Q,1089907,2014-08-15,https://www.sec.gov/Archives/edgar/data/1089907/0001552781-14-000726-index.htm
14199943,"SWORDFISH FINANCIAL, INC.",NT 10-Q,78311,2014-08-13,https://www.sec.gov/Archives/edgar/data/78311/0001091818-14-000212-index.htm
14200468,"SaasMAX, Inc.",NT 10-Q,1515353,2014-08-14,https://www.sec.gov/Archives/edgar/data/1515353/0001560664-14-000066-index.htm
14200622,"SafeBrain Systems, Inc.",NT 10-Q,1271073,2014-09-15,https://www.sec.gov/Archives/edgar/data/1271073/0001477932-14-005033-index.htm
14201120,"Sanomedics International Holdings, Inc",NT 10-Q,1501972,2014-08-14,https://www.sec.gov/Archives/edgar/data/1501972/0001477932-14-004329-index.htm
14201818,Scio Diamond Technology Corp,NT 10-Q,1488934,2014-08-14,https://www.sec.gov/Archives/edgar/data/1488934/0001104659-14-061130-index.htm
14202126,Searchlight Minerals Corp.,NT 10-Q,1084226,2014-08-15,https://www.sec.gov/Archives/edgar/data/1084226/0001144204-14-050655-index.htm
14202294,"Select-TV Solutions, Inc.",NT 10-Q,1568628,2014-09-15,https://www.sec.gov/Archives/edgar/data/1568628/0001019687-14-003596-index.htm
14202938,"Shearson American REIT, Inc.",NT 10-Q,1065001,2014-08-14,https://www.sec.gov/Archives/edgar/data/1065001/0001477932-14-004452-index.htm
14203096,"Shiner International, Inc.",NT 10-Q,1369774,2014-08-15,https://www.sec.gov/Archives/edgar/data/1369774/0001062993-14-005031-index.htm
14203241,Shoshone Silver/Gold Mining Co,NT 10-Q,1126703,2014-08-14,https://www.sec.gov/Archives/edgar/data/1126703/0001002014-14-000436-index.htm
14203378,"SignPath Pharma, Inc.",NT 10-Q,1455694,2014-08-14,https://www.sec.gov/Archives/edgar/data/1455694/0001096906-14-001159-index.htm
14203386,Signal Advance Inc,NT 10-Q,1545061,2014-08-13,https://www.sec.gov/Archives/edgar/data/1545061/0001545061-14-000022-index.htm
14203701,Sipup Corp,NT 10-Q,1563227,2014-07-16,https://www.sec.gov/Archives/edgar/data/1563227/0001571049-14-003026-index.htm
14203770,Skajaquoda Group inc.,NT 10-Q,1520321,2014-08-14,https://www.sec.gov/Archives/edgar/data/1520321/0001562884-14-000039-index.htm
14204021,"Smart Server, Inc",NT 10-Q,1596961,2014-07-16,https://www.sec.gov/Archives/edgar/data/1596961/0001077048-14-000147-index.htm
14204083,Smarter App World International Corp,NT 10-Q,1586611,2014-08-15,https://www.sec.gov/Archives/edgar/data/1586611/0001021432-14-000238-index.htm
14204359,"Solar Power, Inc.",NT 10-Q,1210618,2014-08-14,https://www.sec.gov/Archives/edgar/data/1210618/0001437749-14-015494-index.htm
14204488,Sonora Resources Corp.,NT 10-Q,1473591,2014-07-15,https://www.sec.gov/Archives/edgar/data/1473591/0001161697-14-000336-index.htm
14204799,Spartan Gold Ltd.,NT 10-Q,1426530,2014-08-14,https://www.sec.gov/Archives/edgar/data/1426530/0001019687-14-003177-index.htm
14205169,"Spotlight Innovation, Inc.",NT 10-Q,1388486,2014-08-14,https://www.sec.gov/Archives/edgar/data/1388486/0001477932-14-004359-index.htm
14205661,Starflick.com,NT 10-Q,1520592,2014-08-14,https://www.sec.gov/Archives/edgar/data/1520592/0001511164-14-000450-index.htm
14206090,Stevia Corp,NT 10-Q,1439813,2014-08-15,https://www.sec.gov/Archives/edgar/data/1439813/0001165527-14-000510-index.htm
14206485,"Stream Flow Media, Inc.",NT 10-Q,1593470,2014-08-13,https://www.sec.gov/Archives/edgar/data/1593470/0001593470-14-000031-index.htm
14206506,StrikeForce Technologies Inc.,NT 10-Q,1285543,2014-08-14,https://www.sec.gov/Archives/edgar/data/1285543/0001078782-14-001458-index.htm
14206873,SunGame Corp,NT 10-Q,1462506,2014-08-14,https://www.sec.gov/Archives/edgar/data/1462506/0001117768-14-000664-index.htm
14207000,"SunVault Energy, Inc.",NT 10-Q,1547716,2014-08-15,https://www.sec.gov/Archives/edgar/data/1547716/0001477932-14-004505-index.htm
14207092,"Sunstock, Inc.",NT 10-Q,1559157,2014-08-15,https://www.sec.gov/Archives/edgar/data/1559157/0001144204-14-050483-index.htm
14207109,Sunway Global Inc.,NT 10-Q,1096840,2014-08-14,https://www.sec.gov/Archives/edgar/data/1096840/0001013762-14-000978-index.htm
14207128,SuperDirectories Inc.,NT 10-Q,1338624,2014-08-15,https://www.sec.gov/Archives/edgar/data/1338624/0001338624-14-000016-index.htm
14207380,Swift Start Corp.,NT 10-Q,1590383,2014-08-14,https://www.sec.gov/Archives/edgar/data/1590383/0001144204-14-049782-index.htm
14207559,Synergy Strips Corp.,NT 10-Q,1562733,2014-08-14,https://www.sec.gov/Archives/edgar/data/1562733/0001615774-14-000048-index.htm
14208839,TAPIMMUNE INC,NT 10-Q,1094038,2014-08-14,https://www.sec.gov/Archives/edgar/data/1094038/0001424884-14-000090-index.htm
14209012,"TAURIGA SCIENCES, INC.",NT 10-Q,1142790,2014-08-14,https://www.sec.gov/Archives/edgar/data/1142790/0001493152-14-002587-index.htm
14209624,TECHPRECISION CORP,NT 10-Q,1328792,2014-08-15,https://www.sec.gov/Archives/edgar/data/1328792/0000950159-14-000410-index.htm
14209936,TELUPAY INTERNATIONAL INC,NT 10-Q,1355559,2014-08-14,https://www.sec.gov/Archives/edgar/data/1355559/0001183740-14-000238-index.htm
14212432,TRAVELCENTERS OF AMERICA LLC,NT 10-Q,1378453,2014-08-12,https://www.sec.gov/Archives/edgar/data/1378453/0001104659-14-059893-index.htm
14212746,TRIMOL GROUP INC,NT 10-Q,1011733,2014-08-15,https://www.sec.gov/Archives/edgar/data/1011733/0001144204-14-050488-index.htm
14212895,"TRISTAR WELLNESS SOLUTIONS, INC.",NT 10-Q,1109153,2014-08-14,https://www.sec.gov/Archives/edgar/data/1109153/0001477932-14-004498-index.htm
14213237,"TRXADE GROUP, INC.",NT 10-Q,1382574,2014-08-14,https://www.sec.gov/Archives/edgar/data/1382574/0001078782-14-001466-index.htm
14213908,TagLikeMe Corp.,NT 10-Q,1323143,2014-08-15,https://www.sec.gov/Archives/edgar/data/1323143/0001477932-14-004532-index.htm
14214120,Taylor Consulting Inc.,NT 10-Q,1544597,2014-08-15,https://www.sec.gov/Archives/edgar/data/1544597/0001477932-14-004537-index.htm
14214621,Teucrium Commodity Trust,NT 10-Q,1471824,2014-08-12,https://www.sec.gov/Archives/edgar/data/1471824/0000891092-14-006083-index.htm
14214683,"Texas South Energy, Inc.",NT 10-Q,1506742,2014-09-15,https://www.sec.gov/Archives/edgar/data/1506742/0001214782-14-000066-index.htm
14214810,Theron Resource Group,NT 10-Q,1409431,2014-08-14,https://www.sec.gov/Archives/edgar/data/1409431/0001062993-14-004897-index.htm
14215556,"Tower Group International, Ltd.",NT 10-Q,1289592,2014-08-11,https://www.sec.gov/Archives/edgar/data/1289592/0001193125-14-304955-index.htm
14215813,Trail Run Acquisition Corp,NT 10-Q,1586551,2014-08-15,https://www.sec.gov/Archives/edgar/data/1586551/0001021432-14-000242-index.htm
14215823,"Trans-Pacific Aerospace Company, Inc.",NT 10-Q,1422295,2014-09-15,https://www.sec.gov/Archives/edgar/data/1422295/0001019687-14-003580-index.htm
14215827,"TransBiotec, Inc.",NT 10-Q,1425627,2014-08-14,https://www.sec.gov/Archives/edgar/data/1425627/0001477932-14-004464-index.htm
14216749,"Trunity Holdings, Inc.",NT 10-Q,802257,2014-08-14,https://www.sec.gov/Archives/edgar/data/802257/0001575705-14-000060-index.htm
14216870,Tungsten Corp.,NT 10-Q,1475065,2014-09-16,https://www.sec.gov/Archives/edgar/data/1475065/0001165527-14-000553-index.htm
14217177,"U-Vend, Inc.",NT 10-Q,1487718,2014-08-13,https://www.sec.gov/Archives/edgar/data/1487718/0001580695-14-000437-index.htm
14217199,"U.S. China Mining Group, Inc.",NT 10-Q,1145761,2014-08-15,https://www.sec.gov/Archives/edgar/data/1145761/0001214659-14-005976-index.htm
14217232,"UAN CULTURAL & CREATIVE CO., LTD.",NT 10-Q,1337009,2014-08-15,https://www.sec.gov/Archives/edgar/data/1337009/0001171520-14-000600-index.htm
14219179,UHF Inc,NT 10-Q,1171008,2014-08-15,https://www.sec.gov/Archives/edgar/data/1171008/0001193805-14-001710-index.htm
14219584,UNITED AMERICAN HEALTHCARE CORP,NT 10-Q,867963,2014-08-14,https://www.sec.gov/Archives/edgar/data/867963/0001140361-14-032426-index.htm
14219812,UNITED ONLINE INC,NT 10-Q,1142701,2014-08-12,https://www.sec.gov/Archives/edgar/data/1142701/0001104659-14-059927-index.htm
14219898,UNITED STATES BASKETBALL LEAGUE INC,NT 10-Q,764630,2014-07-11,https://www.sec.gov/Archives/edgar/data/764630/0001144204-14-042495-index.htm
14220230,UNIVERSAL SECURITY INSTRUMENTS INC,NT 10-Q,102109,2014-08-15,https://www.sec.gov/Archives/edgar/data/102109/0001144204-14-050510-index.htm
14220688,"US Highland, Inc.",NT 10-Q,1381871,2014-08-14,https://www.sec.gov/Archives/edgar/data/1381871/0001477932-14-004423-index.htm
14220714,"USA InvestCo Holdings, Inc.",NT 10-Q,1512983,2014-07-15,https://www.sec.gov/Archives/edgar/data/1512983/0001144204-14-043093-index.htm
14220735,USA Synthetic Fuel Corp,NT 10-Q,1487920,2014-08-15,https://www.sec.gov/Archives/edgar/data/1487920/0001214659-14-005984-index.htm
14221031,USmart Mobile Device Inc.,NT 10-Q,934445,2014-08-14,https://www.sec.gov/Archives/edgar/data/934445/0001144204-14-049545-index.htm
14221068,UV FLU TECHNOLOGIES INC,NT 10-Q,1385310,2014-08-07,https://www.sec.gov/Archives/edgar/data/1385310/0001144204-14-047673-index.htm
14221160,"Ultimate Rack, Inc.",NT 10-Q,1540237,2014-09-12,https://www.sec.gov/Archives/edgar/data/1540237/0001477932-14-005000-index.htm
